"facility_id","facility_code","facility_class","facility_type","stop_id","facility_short_name","facility_long_name","facility_desc","facility_lat","facility_lon","wheelchair_facility"
"bike-15176","",3,"bike-storage","15176","Bike rack","Washington St @ Worcester St bike rack","","","",0
"bike-WML-0442","",3,"bike-storage","Worcester","Covered bike rack","Worcester covered bike rack","","","",0
"bike-WR-0062","",3,"bike-storage","Wyoming Hill","Covered bike rack","Wyoming Hill covered bike rack","","","",0
"bike-7922","",3,"bike-storage","7922","Covered bike rack","Arlington Heights Busway covered bike rack","","","",0
"bike-8178","",3,"bike-storage","8178","Covered bike rack","Watertown Sq Terminal covered bike rack","","","",0
"bike-alfcl-west","",3,"bike-storage","place-alfcl","Pedal and Park","Alewife Pedal and Park","","42.395974","-71.142622",0
"bike-alfcl-east","",3,"bike-storage","place-alfcl","Pedal and Park","Alewife Pedal and Park","","42.395806","-71.140957",0
"bike-alfcl-central","",3,"bike-storage","place-alfcl","Pedal and Park","Alewife Pedal and Park","","42.395539","-71.142084",0
"bike-asmnl","",3,"bike-storage","place-asmnl","Pedal and Park","Ashmont Pedal and Park","","42.283565","-71.064698",0
"bike-bbsta","",3,"bike-storage","place-bbsta","Pedal and Park","Back Bay Pedal and Park","","42.347498","-71.074822",0
"bike-ER-0183","",3,"bike-storage","Beverly","Pedal and Park","Beverly Pedal and Park","","42.54563","-70.885128",0
"bike-brntn","",3,"bike-storage","place-brntn","Pedal and Park","Braintree Pedal and Park","","42.206866","-71.000535",0
"bike-davis","",3,"bike-storage","place-davis","Pedal and Park","Davis Pedal and Park","","42.396664","-71.121646",0
"bike-64","",3,"bike-storage","64","Pedal and Park","Dudley Station Pedal and Park","","42.329224","-71.084134",0
"bike-64000","",3,"bike-storage","64000","Pedal and Park","Dudley Station Pedal and Park","","42.329224","-71.084134",0
"bike-forhl","",3,"bike-storage","place-forhl","Pedal and Park","Forest Hills Pedal and Park","","42.301006","-71.114131",0
"bike-mlmnl","",3,"bike-storage","place-mlmnl","Pedal and Park","Malden Center Pedal and Park","","42.426871","-71.07445",0
"bike-ogmnl","",3,"bike-storage","place-ogmnl","Pedal and Park","Oak Grove Pedal and Park","","42.437026","-71.070447",0
"bike-ER-0168","",3,"bike-storage","Salem","Pedal and Park","Salem Pedal and Park","","42.524115","-70.89642",0
"bike-sstat","",3,"bike-storage","place-sstat","Pedal and Park","South Station Pedal and Park","","42.351511","-71.055705",0
"bike-wlsta","",3,"bike-storage","place-wlsta","Pedal and Park","Wollaston Pedal and Park","","42.266812","-71.020273",0
"bike-wondl","",3,"bike-storage","place-wondl","Pedal and Park","Wonderland Pedal and Park","","42.413587","-70.992379",0
