"facility_id","facility_code","facility_class","facility_type","stop_id","facility_short_name","facility_long_name","facility_desc","facility_lat","facility_lon","wheelchair_facility"
"pick-qnctr-busway","",3,"pick-drop","place-qnctr","Hancock St","Quincy Center Hancock St Pick-up/Drop-off","","42.251716","-71.004715",1
"pick-mlmnl-commercial","",3,"pick-drop","place-mlmnl","Commercial St","Malden Center Commercial St Pick-up/Drop-off","","42.426233","-71.073879",1
"pick-brntn-main","",3,"pick-drop","place-brntn","Busway","Braintree Busway Pick-up/Drop-off","","42.207209","-71.001154",1
"pick-jfk-morrissey","",3,"pick-drop","place-jfk","Morrissey Boulevard","JFK/UMass Morrissey Boulevard Pick-up/Drop-off","","42.320588","-71.051454",1
"pick-forhl-washington","",3,"pick-drop","place-forhl","Washington St","Forest Hills Washington St Pick-up/Drop-off","","42.299439","-71.114871",1
"pick-sstat-atlantic","",3,"pick-drop","place-sstat","Atlantic Ave","South Station Atlantic Ave Pick-up/Drop-off","","42.351021","-71.056168",1
"pick-rugg-forsyth","",3,"pick-drop","place-rugg","Forsyth St","Ruggles Forsyth St Pick-up/Drop-off","","42.337066","-71.08944",1
"pick-asmnl-main","",3,"pick-drop","place-asmnl","Busway","Ashmont Busway Pick-up/Drop-off","","42.28408","-71.064131",2
"pick-asmnl-accessible","",3,"pick-drop","place-asmnl","Accessible","Ashmont Accessible Pick-up/Drop-off","","42.285205","-71.064353",1
"pick-sull-maffa","",3,"pick-drop","place-sull","Maffa Way","Sullivan Square Maffa Way Pick-up/Drop-off","","42.384932","-71.075811",1
"pick-sdmnl-walley","",3,"pick-drop","place-sdmnl","Walley St","Suffolk Downs Walley St Pick-up/Drop-off","","42.390457","-70.997813",1
"pick-orhte-bennington","",3,"pick-drop","place-orhte","Bennington St","Orient Heights Bennington St Pick-up/Drop-off","","42.387105","-71.004864",1
"pick-ogmnl-wash","",3,"pick-drop","place-ogmnl","Washington St","Oak Grove Washington St Pick-up/Drop-off","","42.436513","-71.071296",1
"pick-ogmnl-banks","",3,"pick-drop","place-ogmnl","Banks Place","Oak Grove Banks Place Pick-up/Drop-off","","42.436937","-71.070105",1
"pick-nqncy-squantum","",3,"pick-drop","place-nqncy","West Squantum St","North Quincy West Squantum St Pick-up/Drop-off","","42.275342","-71.028621",1
"pick-nqncy-hancock","",3,"pick-drop","place-nqncy","Hancock St","North Quincy Hancock St Pick-up/Drop-off","","42.276721","-71.030662",1
"pick-welln-lot","",3,"pick-drop","place-welln","Lot","Wellington Lot Pick-up/Drop-off","","42.402687","-71.075818",0
"pick-jaksn-main","",3,"pick-drop","place-jaksn","Centre St","Jackson Square Centre St Pick-up/Drop-off","","42.322858","-71.100196",1
"pick-qamnl-garage","",3,"pick-drop","place-qamnl","Garage","Quincy Adams Garage Pick-up/Drop-off","","42.23275","-71.007361",1
"pick-alfcl-garage","",3,"pick-drop","place-alfcl","Garage","Alewife Garage Pick-up/Drop-off","","42.395598","-71.141842",1
"pick-cedgr-hillsdale","",3,"pick-drop","place-cedgr","Hillsdale St","Cedar Grove Hillsdale St Pick-up/Drop-off","","42.279432","-71.060168",1
"pick-woodl-main","",3,"pick-drop","place-woodl","","Woodland Pick-up/Drop-off","","42.333082","-71.243526",2
"pick-woodl-accessible","",3,"pick-drop","place-woodl","Accessible","Woodland Accessible Pick-up/Drop-off","","42.33283","-71.243024",1
"pick-river-main","",3,"pick-drop","place-river","","Riverside Pick-up/Drop-off","","42.337034","42.337034",1
"park-PB-0194","",3,"parking-area","Abington","Parking Lot","Abington Parking Lot","","","",0
"park-alfcl-garage","",3,"parking-area","place-alfcl","Garage","Alewife Garage","","42.395669","-71.141853",0
"ev-alfcl-garage","",6,"electric-car-chargers","place-alfcl","EV Chargers","Alewife Garage EV Chargers","","","",0
"park-NHRML-0127","",3,"parking-area","Anderson/ Woburn","Parking Lot","Anderson/Woburn Parking Lot","","","",0
"park-WR-0228","",3,"parking-area","Andover","Parking Lot","Andover Parking Lot","","","",0
"park-WML-0252","",3,"parking-area","Ashland ","Parking Lot","Ashland Parking Lot","","","",0
"park-NEC-1969","",3,"parking-area","Attleboro","Parking Lot","Attleboro Parking Lot","","","",0
"park-WML-0102","",3,"parking-area","Auburndale","Parking Lot","Auburndale Parking Lot","","","",0
"park-FR-0361","",3,"parking-area","Ayer","Parking Lot","Ayer Parking Lot","","","",0
"park-WR-0205","",3,"parking-area","Ballardvale","Parking Lot","Ballardvale Parking Lot","","","",0
"park-bmmnl","",3,"parking-area","place-bmmnl","Winthrop Avenue Parking Lot","Beachmont Winthrop Avenue Parking Lot","","42.398796","-70.992967",0
"park-NB-0072","",3,"parking-area","Bellevue","Parking Lot","Bellevue Parking Lot","","","",0
"park-FR-0064-royal","",3,"parking-area","Belmont","Royal Road Parking Lot","Belmont Royal Road Parking Lot","","","",0
"park-FR-0064-claflin","",3,"parking-area","Belmont","Claflin Street Parking Lot","Belmont Claflin Street Parking Lot","","","",0
"park-ER-0183-garage","",3,"parking-area","Beverly","Garage","Beverly Garage","","","",0
"park-GB-0229","",3,"parking-area","Beverly Farms","Parking Lot","Beverly Farms Parking Lot","","","",0
"park-WR-0325","",3,"parking-area","Bradford","Parking Lot","Bradford Parking Lot","","","",0
"park-brntn-garage","",3,"parking-area","place-brntn","Garage","Braintree Garage","","42.207767","-71.000546",0
"ev-brntn-garage","",6,"electric-car-chargers","place-brntn","EV Chargers","Braintree Garage EV Chargers","","","",0
"park-FR-0115","",3,"parking-area","Brandeis/ Roberts","Parking Lot","Brandeis/Roberts Parking Lot","","","",0
"park-MM-0277","",3,"parking-area","Bridgewater","Parking Lot","Bridgewater Parking Lot","","","",0
"park-MM-0200","",3,"parking-area","Brockton","Parking Lot","Brockton Parking Lot","","","",0
"park-butlr","",3,"parking-area","place-butlr","Parking Lot","Butler Parking Lot","","42.272222","-71.063415",0
"park-MM-0219","",3,"parking-area","Campello","Parking Lot","Campello Parking Lot","","","",0
"park-SB-0156","",3,"parking-area","Canton Center","Parking Lot","Canton Center Parking Lot","","","",0
"park-NEC-2139","",3,"parking-area","Canton Junction","Parking Lot","Canton Junction Parking Lot","","","",0
"park-chhil","",3,"parking-area","place-chhil","Parking Lot","Chestnut Hill Parking Lot","","42.327012","-71.164846",0
"park-GRB-0199","",3,"parking-area","Cohasset","Parking Lot","Cohasset Parking Lot","","","",0
"park-FR-0201","",3,"parking-area","Concord","Parking Lot","Concord Parking Lot","","","",0
"park-FB-0118","",3,"parking-area","Dedham Corp Center","Parking Lot","Dedham Corp Center Parking Lot","","","",0
"park-GRB-0146","",3,"parking-area","East Weymouth","Parking Lot","East Weymouth Parking Lot","","","",0
"park-eliot","",3,"parking-area","place-eliot","Parking Lot","Eliot Parking Lot","","42.319157","-71.216504",0
"park-FB-0109","",3,"parking-area","Endicott","Parking Lot","Endicott Parking Lot","","","",0
"park-DB-2205","",3,"parking-area","Fairmount","Parking Lot","Fairmount Parking Lot","","","",0
"park-FR-0494-garage","",3,"parking-area","Fitchburg","Garage","Fitchburg Garage","","","",0
"ev-FR-0494-garage","",6,"electric-car-chargers","Fitchburg","EV Chargers","Fitchburg Garage EV Chargers","","","",0
"park-forhl","",3,"parking-area","place-forhl","Parking Lot","Forest Hills Parking Lot","","42.298675","-71.114749",0
"ev-forhl","",6,"electric-car-chargers","place-forhl","EV Chargers","Forest Hills Parking Lot EV Chargers","","","",0
"park-FB-0303","",3,"parking-area","Forge Park / 495","Parking Lot","Forge Park/495 Parking Lot","","","",0
"park-WML-0214","",3,"parking-area","Framingham","Parking Lot","Framingham Parking Lot","","","",0
"park-FB-0275","",3,"parking-area","Franklin","Parking Lot","Franklin Parking Lot","","","",0
"park-GB-0316","",3,"parking-area","Gloucester","Parking Lot","Gloucester Parking Lot","","","",0
"park-WML-0364","",3,"parking-area","Grafton","Parking Lot","Grafton Parking Lot","","","",0
"park-GRB-0276","",3,"parking-area","Greenbush","Parking Lot","Greenbush Parking Lot","","","",0
"park-WR-0085","",3,"parking-area","Greenwood","Parking Lot","Greenwood Parking Lot","","","",0
"park-PB-0281","",3,"parking-area","Halifax","Parking Lot","Halifax Parking Lot","","","",0
"park-ER-0227","",3,"parking-area","Hamilton/ Wenham","Parking Lot","Hamilton/Wenham Parking Lot","","","",0
"park-PB-0245","",3,"parking-area","Hanson","Parking Lot","Hanson Parking Lot","","","",0
"park-FR-0137","",3,"parking-area","Hastings","Parking Lot","Hastings Parking Lot","","","",0
"park-WR-0329","",3,"parking-area","Haverhill","Parking Lot","Haverhill Parking Lot","","","",0
"park-haecl-garage","",3,"parking-area","place-haecl","Garage","Haymarket Garage","","","",0
"park-NB-0109","",3,"parking-area","Hersey","Parking Lot","Hersey Parking Lot","","","",0
"park-NB-0076","",3,"parking-area","Highland","Parking Lot","Highland Parking Lot","","","",0
"park-Boat-Hingham","",3,"parking-area","Boat-Hingham","Parking Lot","Hingham Parking Lot","","","",0
"park-MM-0150","",3,"parking-area","Holbrook/ Randolph","Parking Lot","Holbrook/Randolph Parking Lot","","","",0
"park-NEC-2203","",3,"parking-area","Hyde Park","Parking Lot","Hyde Park Parking Lot","","","",0
"park-ER-0276","",3,"parking-area","Ipswich","Parking Lot","Ipswich Parking Lot","","","",0
"park-FB-0125","",3,"parking-area","Islington","Parking Lot","Islington Parking Lot","","","",0
"park-FR-0132","",3,"parking-area","Kendal Green","Parking Lot","Kendal Green Parking Lot","","","",0
"park-KB-0351","",3,"parking-area","Kingston","Parking Lot","Kingston Parking Lot","","","",0
"park-WR-0264","",3,"parking-area","Lawrence","Parking Lot","Lawrence Parking Lot","","","",0
"park-FR-0167","",3,"parking-area","Lincoln","Parking Lot","Lincoln Parking Lot","","","",0
"park-FR-0301","",3,"parking-area","Littleton / Rte 495","Parking Lot","Littleton/Rte 495 Parking Lot","","","",0
"ev-FR-0301","",6,"electric-car-chargers","Littleton / Rte 495","EV Chargers","Littleton/Rte 495 Parking Lot EV Chargers","","","",0
"park-NHRML-0254-garage","",3,"parking-area","Lowell","Garage","Lowell Garage","","","",0
"park-ER-0115-garage","",3,"parking-area","Lynn","Garage","Lynn Garage","","","",0
"park-mlmnl","",3,"parking-area","place-mlmnl","Parking Lot","Malden Center Parking Lot","","42.42683","-71.075305",0
"park-GB-0254","",3,"parking-area","Manchester","Parking Lot","Manchester Parking Lot","","","",0
"park-NEC-2040","",3,"parking-area","Mansfield","Parking Lot","Mansfield Parking Lot","","","",0
"park-matt","",3,"parking-area","place-matt","Parking Lot","Mattapan Parking Lot","","42.268231","-71.091983",0
"park-WR-0075","",3,"parking-area","Melrose Highlands","Parking Lot","Melrose Highlands Parking Lot","","","",0
"park-WR-0067","",3,"parking-area","Melrose Cedar Park","Parking Lot","Melrose Cedar Park Parking Lot","","","",0
"park-MM-0356","",3,"parking-area","Middleborough/ Lakeville","Parking Lot","Middleborough/Lakeville Parking Lot","","","",0
"park-miltt","",3,"parking-area","place-miltt","Parking Lot","Milton Parking Lot","","42.270164","-71.066974",0
"park-MM-0186","",3,"parking-area","Montello","Parking Lot","Montello Parking Lot","","","",0
"park-GB-0198","",3,"parking-area","Montserrat","Parking Lot","Montserrat Parking Lot","","","",0
"park-NHRML-0218-garage","",3,"parking-area","North Billerica","Garage","North Billerica Garage","","","",0
"park-FR-0451-garage","",3,"parking-area","North Leominster","Garage","North Leominster Garage","","","",0
"ev-FR-0451-garage","",6,"electric-car-chargers","North Leominster","EV Chargers","North Leominster Garage EV Chargers","","","",0
"park-WR-0163","",3,"parking-area","North Wilmington","Parking Lot","North Wilmington Parking Lot","","","",0
"park-GRB-0183","",3,"parking-area","Nantasket Junction","Parking Lot","Nantasket Junction Parking Lot","","","",0
"park-WML-0177","",3,"parking-area","Natick Center","Parking Lot","Natick Center Parking Lot","","","",0
"park-NB-0127","",3,"parking-area","Needham Center","Parking Lot","Needham Center Parking Lot","","","",0
"park-NB-0137","",3,"parking-area","Needham Heights","Parking Lot","Needham Heights Parking Lot","","","",0
"park-NB-0120","",3,"parking-area","Needham Junction","Parking Lot","Needham Junction Parking Lot","","","",0
"park-ER-0362","",3,"parking-area","Newburyport","Parking Lot","Newburyport Parking Lot","","","",0
"park-FB-0230","",3,"parking-area","Norfolk","Parking Lot","Norfolk Parking Lot","","","",0
"park-ER-0208","",3,"parking-area","North Beverly","Parking Lot","North Beverly Parking Lot","","","",0
"park-nqncy-hancock","",3,"parking-area","place-nqncy","Hancock Street Parking Lot","North Quincy Hancock Street Parking Lot","","42.276644","-71.030331",0
"park-nqncy-newport","",3,"parking-area","place-nqncy","Newport Avenue Parking Lot","North Quincy Newport Avenue Parking Lot","","42.274241","-71.028957",0
"park-GRB-0233","",3,"parking-area","North Scituate","Parking Lot","North Scituate Parking Lot","","","",0
"park-FB-0148","",3,"parking-area","Norwood Central","Parking Lot","Norwood Central Parking Lot","","","",0
"park-FB-0143","",3,"parking-area","Norwood Depot","Parking Lot","Norwood Depot Parking Lot","","","",0
"park-WR-0053","",3,"parking-area","place-ogmnl","Banks Place Parking Lot","Oak Grove Banks Place Parking Lot","","42.436121","-71.070641",0
"park-orhte","",3,"parking-area","place-orhte","Barnes Avenue Parking Lot","Orient Heights Barnes Avenue Parking Lot","","42.386432","-71.001906",0
"park-PB-0356","",3,"parking-area","Plymouth","Parking Lot","Plymouth Parking Lot","","","",0
"park-NEC-1851-garage","",3,"parking-area","Providence","Garage","Providence Garage","","","",0
"park-qamnl-garage","",3,"parking-area","place-qamnl","Garage","Quincy Adams Garage","","42.233003","-71.007702",0
"ev-qamnl-garage","",6,"electric-car-chargers","place-qamnl","EV Chargers","Quincy Adams Garage EV Chargers","","","",0
"park-WR-0120","",3,"parking-area","Reading","Parking Lot","Reading Parking Lot","","","",0
"park-DB-0095","",3,"parking-area","Readville","Parking Lot","Readville Parking Lot","","","",0
"park-river","",3,"parking-area","place-river","Parking Lot","Riverside Parking Lot","","42.335963","-71.253308",0
"park-GB-0353","",3,"parking-area","Rockport","Parking Lot","Rockport Parking Lot","","","",0
"park-NB-0064","",3,"parking-area","Roslindale Village","Parking Lot","Roslindale Village Parking Lot","","","",0
"park-NEC-2173-garage","",3,"parking-area","Route 128","Garage","Route 128 Garage","","","",0
"ev-NEC-2173-garage","",6,"electric-car-chargers","Route 128","EV Chargers","Route 128 Garage EV Chargers","","","",0
"park-ER-0312","",3,"parking-area","Rowley","Parking Lot","Rowley Parking Lot","","","",0
"park-FR-0253","",3,"parking-area","South Acton","Parking Lot","South Acton Parking Lot","","","",0
"park-ER-0168-garage","",3,"parking-area","Salem","Garage","Salem Garage","","","",0
"ev-ER-0168-garage","",6,"electric-car-chargers","Salem","EV Chargers","Salem Garage EV Chargers","","","",0
"park-shmnl","",3,"parking-area","place-shmnl","Sydney Street Parking Lot","Savin Hill Sydney Street Parking Lot","","42.310814","-71.053835",0
"park-NEC-2108","",3,"parking-area","Sharon","Parking Lot","Sharon Parking Lot","","","",0
"park-FR-0394","",3,"parking-area","Shirley","Parking Lot","Shirley Parking Lot","","","",0
"park-NEC-1919","",3,"parking-area","South Attleboro","Parking Lot","South Attleboro Parking Lot","","","",0
"park-PB-0158","",3,"parking-area","South Weymouth","Parking Lot","South Weymouth Parking Lot","","","",0
"park-WML-0274","",3,"parking-area","Southborough","Parking Lot","Southborough Parking Lot","","","",0
"park-SB-0189","",3,"parking-area","Stoughton","Parking Lot","Stoughton Parking Lot","","","",0
"park-sdmnl","",3,"parking-area","place-sdmnl","Bennington Street Parking Lot","Suffolk Downs Bennington Street Parking Lot","","42.391043","-70.996408",0
"park-sull","",3,"parking-area","place-sull","Parking Lot","Sullivan Square Parking Lot","","","",0
"park-ER-0128","",3,"parking-area","Swampscott","Parking Lot","Swampscott Parking Lot","","","",0
"park-DB-2240","",3,"parking-area","TF Green Airport","Parking Lot","TF Green Airport Parking Lot","","","",0
"park-DB-2258","",3,"parking-area","Uphams Corner","Parking Lot","Uphams Corner Parking Lot","","","",0
"park-WML-0091-wash","",3,"parking-area","West Newton","Washington Street Parking Lot","West Newton Washington Street Parking Lot","","","",0
"park-WML-0091-newton","",3,"parking-area","West Newton","Webster Street Parking Lot","West Newton Webster Street Parking Lot","","","",0
"park-waban","",3,"parking-area","place-waban","Parking Lot","Waban Parking Lot","","42.325986","-71.230382",0
"park-FR-3338-garage","",3,"parking-area","Wachusett","Garage","Wachusett Garage","","","",0
"ev-FR-3338-garage","",6,"electric-car-chargers","Wachusett","EV Chargers","Wachusett Garage EV Chargers","","","",0
"park-WR-0099","",3,"parking-area","Wakefield","Parking Lot","Wakefield Parking Lot","","","",0
"park-FB-0191","",3,"parking-area","Walpole","Parking Lot","Walpole Parking Lot","","","",0
"park-FR-0098","",3,"parking-area","Waltham","Parking Lot","Waltham Parking Lot","","","",0
"park-900","",3,"parking-area","900","Parking Lot","Watertown Yard Parking Lot","","","",0
"park-NHRML-0073","",3,"parking-area","Wedgemere","Parking Lot","Wedgemere Parking Lot","","","",0
"park-WML-0125","",3,"parking-area","Wellesley Farms","Parking Lot","Wellesley Farms Parking Lot","","","",0
"park-WML-0135","",3,"parking-area","Wellesley Hills","Parking Lot","Wellesley Hills Parking Lot","","","",0
"park-WML-0147","",3,"parking-area","Wellesley Square","Parking Lot","Wellesley Square Parking Lot","","","",0
"park-welln-lot","",3,"parking-area","place-welln","Parking Lot","Wellington Parking Lot","","42.402238","-71.075427",0
"park-FR-0219","",3,"parking-area","West Concord","Parking Lot","West Concord Parking Lot","","","",0
"park-GB-0296","",3,"parking-area","West Gloucester","Parking Lot","West Gloucester Parking Lot","","","",0
"park-GRB-0162","",3,"parking-area","West Hingham","Parking Lot","West Hingham Parking Lot","","","",0
"park-NHRML-0055","",3,"parking-area","West Medford","Parking Lot","West Medford Parking Lot","","","",0
"park-WML-0199","",3,"parking-area","West Natick","Parking Lot","West Natick Parking Lot","","","",0
"park-NB-0080","",3,"parking-area","West Roxbury","Parking Lot","West Roxbury Parking Lot","","","",0
"park-WML-0340","",3,"parking-area","Westborough","Parking Lot","Westborough Parking Lot","","","",0
"park-GRB-0118","",3,"parking-area","Weymouth Landing/ East Braintree","Parking Lot","Weymouth Landing/East Braintree Parking Lot","","","",0
"park-PB-0212","",3,"parking-area","Whitman","Parking Lot","Whitman Parking Lot","","","",0
"park-NHRML-0152","",3,"parking-area","Wilmington","Parking Lot","Wilmington Parking Lot","","","",0
"ev-NHRML-0152","",6,"electric-car-chargers","Wilmington","EV Chargers","Wilmington Parking Lot EV Chargers","","","",0
"park-NHRML-0078","",3,"parking-area","Winchester Center","Parking Lot","Winchester Center Parking Lot","","","",0
"park-wlsta","",3,"parking-area","place-wlsta","Parking Lot","Wollaston Parking Lot","","","",0
"park-wondl-garage","",3,"parking-area","place-wondl","Garage","Wonderland Garage","","42.412954","-70.992453",0
"ev-wondl-garage","",6,"electric-car-chargers","place-wondl","EV Chargers","Wonderland Garage EV Chargers","","","",0
"park-wondl-nshore","",3,"parking-area","place-wondl","North Shore Road Parking Lot","Wonderland North Shore Road Parking Lot","","42.415135","-70.991207",0
"park-wondl-ocean","",3,"parking-area","place-wondl","Ocean Avenue Parking Lot","Wonderland Ocean Avenue Parking Lot","","42.413634","-70.990892",0
"park-woodl-garage","",3,"parking-area","place-woodl","Garage","Woodland Garage","","42.332036","-71.240704",0
"ev-woodl-garage","",6,"electric-car-chargers","place-woodl","EV Chargers","Woodland Garage EV Chargers","","","",0
"park-WML-0442-garage","",3,"parking-area","Worcester","Garage","Worcester Garage","","","",0
"park-WR-0062","",3,"parking-area","Wyoming Hill","Parking Lot","Wyoming Hill Parking Lot","","","",0
"park-sstat-garage","",3,"parking-area","place-sstat","Bus Terminal Garage","South Station Bus Terminal Garage","","42.349838","-71.055963",0
"park-north-garage","",3,"parking-area","place-north","Garage","North Station Garage","","42.366083","-71.06214",0
"park-longw","",3,"parking-area","place-longw","Parking Lot","Longwood Parking Lot","","42.341706","-71.110086",0
"park-brkhl","",3,"parking-area","place-brkhl","Parking Lot","Brookline Hills Parking Lot","","42.331416","-71.126749",0
"park-bcnfd","",3,"parking-area","place-bcnfd","Parking Lot","Beaconsfield Parking Lot","","42.335841","-71.140186",0
"6","6",1,"escalator","place-state","Oak Grove platform to Old State House lobby","State Street Escalator 6 (Oak Grove platform to Old State House lobby)","","","",2
"50","50",1,"elevator","Framingham","Outbound platform to pedestrian bridge","Framingham Elevator 50 (Outbound platform to pedestrian bridge)","","","",1
"51","51",1,"elevator","Framingham","Waverly Street to pedestrian bridge","Framingham Elevator 51 (Waverly Street to pedestrian bridge)","","","",1
"52","52",1,"elevator","Route 128","Lobby to South Station platform","Route 128 Elevator 52 (Lobby to South Station platform)","","","",1
"53","53",1,"elevator","Route 128","Lobby to outbound platform","Route 128 Elevator 53 (Lobby to outbound platform)","","","",1
"54","54",1,"escalator","Route 128","South Station platform to lobby","Route 128 Escalator 54 (South Station platform to lobby)","","","",2
"55","55",1,"escalator","Route 128","Outbound platform to lobby","Route 128 Escalator 55 (Outbound platform to lobby)","","","",2
"102","102",1,"escalator","place-ogmnl","Washington Street to unpaid lobby","Oak Grove Escalator 102 (Washington Street to unpaid lobby)","","","",2
"103","103",1,"escalator","place-ogmnl","Orange Line platform to paid lobby","Oak Grove Escalator 103 (Orange Line platform to paid lobby)","","","",2
"104","104",1,"escalator","place-ogmnl","Parking, busway to unpaid lobby","Oak Grove Escalator 104 (Parking, busway to unpaid lobby)","","","",2
"105","105",1,"escalator","place-ogmnl","Commuter Rail platform to unpaid lobby","Oak Grove Escalator 105 (Commuter Rail platform to unpaid lobby)","","","",2
"112","112",1,"escalator","place-dwnxg","Ashmont/Braintree platform to Chauncy Street","Downtown Crossing Escalator 112 (Ashmont/Braintree platform to Chauncy Street)","","","",2
"113","113",1,"escalator","place-dwnxg","Alewife platform to Hawley Street","Downtown Crossing Escalator 113 (Alewife platform to Hawley Street)","","","",2
"123","123",1,"escalator","place-andrw","Ashmont/Braintree platform to busway","Andrew Escalator 123 (Ashmont/Braintree platform to busway)","","","",2
"124","124",1,"escalator","place-andrw","Ashmont/Braintree platform to busway","Andrew Escalator 124 (Ashmont/Braintree platform to busway)","","","",2
"125","125",1,"escalator","place-bomnl","Lobby to street","Bowdoin Escalator 125 (Lobby to street)","","","",2
"127","127",1,"escalator","place-forhl","Lower busway north to upper lobby","Forest Hills Escalator 127 (Lower busway north to upper lobby)","","","",2
"128","128",1,"escalator","place-forhl","Lower busway south to upper lobby","Forest Hills Escalator 128 (Lower busway south to upper lobby)","","","",2
"129","129",1,"escalator","place-forhl","Orange Line platform to upper lobby","Forest Hills Escalator 129 (Orange Line platform to upper lobby)","","","",2
"130","130",1,"escalator","place-forhl","Orange Line platform to upper lobby","Forest Hills Escalator 130 (Orange Line platform to upper lobby)","","","",2
"131","131",1,"escalator","place-grnst","Platform to paid lobby","Green Street Escalator 131 (Platform to paid lobby)","","","",2
"132","132",1,"escalator","place-sbmnl","Platform to paid lobby","Stony Brook Escalator 132 (Platform to paid lobby)","","","",2
"133","133",1,"escalator","place-jaksn","Platform to paid lobby","Jackson Square Escalator 133 (Platform to paid lobby)","","","",2
"134","134",1,"escalator","place-rcmnl","Platform to paid lobby","Roxbury Crossing Escalator 134 (Platform to paid lobby)","","","",2
"135","135",1,"escalator","place-rugg","Lower busway to upper lobby","Ruggles Escalator 135 (Lower busway to upper lobby)","","","",2
"136","136",1,"escalator","place-rugg","Orange Line platform to upper lobby","Ruggles Escalator 136 (Orange Line platform to upper lobby)","","","",2
"137","137",1,"escalator","place-rugg","Orange Line platform to upper lobby","Ruggles Escalator 137 (Orange Line platform to upper lobby)","","","",2
"138","138",1,"escalator","place-rugg","Forsyth Street to upper lobby","Ruggles Escalator 138 (Forsyth Street to upper lobby)","","","",2
"139","139",1,"escalator","place-masta","Platform to paid lobby","Massachusetts Avenue Escalator 139 (Platform to paid lobby)","","","",2
"140","140",1,"escalator","place-bbsta","Orange Line platform to lobby","Back Bay Escalator 140 (Orange Line platform to lobby)","","","",2
"141","141",1,"escalator","place-bbsta","Orange Line platform to lobby","Back Bay Escalator 141 (Orange Line platform to lobby)","","","",2
"142","142",1,"escalator","place-bbsta","Commuter Rail tracks 1 and 3 to lobby","Back Bay Escalator 142 (Commuter Rail tracks 1 and 3 to lobby)","","","",2
"143","143",1,"escalator","place-bbsta","Lobby to Commuter Rail tracks 1 and 3","Back Bay Escalator 143 (Lobby to Commuter Rail tracks 1 and 3)","","","",2
"144","144",1,"escalator","place-bbsta","Commuter Rail track 2 to lobby","Back Bay Escalator 144 (Commuter Rail track 2 to lobby)","","","",2
"145","145",1,"escalator","place-tumnl","Lobby to Washington Street","Tufts Medical Center Escalator 145 (Lobby to Washington Street)","","","",2
"146","146",1,"escalator","place-tumnl","Oak Grove platform to Washington Street lobby","Tufts Medical Center Escalator 146 (Oak Grove platform to Washington Street lobby)","","","",2
"147","147",1,"escalator","place-tumnl","Forest Hills platform to Washington Street lobby","Tufts Medical Center Escalator 147 (Forest Hills platform to Washington Street lobby)","","","",2
"148","148",1,"escalator","place-tumnl","Oak Grove platform to Tremont Street lobby","Tufts Medical Center Escalator 148 (Oak Grove platform to Tremont Street lobby)","","","",2
"149","149",1,"escalator","place-tumnl","Forest Hills platform to Tremont Street lobby","Tufts Medical Center Escalator 149 (Forest Hills platform to Tremont Street lobby)","","","",2
"150","150",1,"escalator","place-prmnl","Prudential Center to lobby","Prudential Escalator 150 (Prudential Center to lobby)","","","",2
"151","151",1,"escalator","place-prmnl","Lobby to Prudential Center","Prudential Escalator 151 (Lobby to Prudential Center)","","","",2
"152","152",1,"escalator","place-prmnl","Heath Street platform to lobby","Prudential Escalator 152 (Heath Street platform to lobby)","","","",2
"301","301",1,"escalator","place-andrw","Alewife platform to lobby","Andrew Escalator 301 (Alewife platform to lobby)","","","",2
"302","302",1,"escalator","place-north","Forest Hills, Copley & West platform to Valenti Way lobby","North Station Escalator 302 (Forest Hills, Copley & West platform to Valenti Way lobby)","","","",2
"303","303",1,"escalator","place-north","Valenti Way lobby to Forest Hills, Copley & West platform","North Station Escalator 303 (Valenti Way lobby to Forest Hills, Copley & West platform)","","","",2
"304","304",1,"escalator","place-north","Oak Grove platform to Valenti Way lobby","North Station Escalator 304 (Oak Grove platform to Valenti Way lobby)","","","",2
"305","305",1,"escalator","place-ccmnl","Platform to paid lobby","Community College Escalator 305 (Platform to paid lobby)","","","",2
"307","307",1,"escalator","place-sull","Forest Hills platform to paid lobby","Sullivan Square Escalator 307 (Forest Hills platform to paid lobby)","","","",2
"308","308",1,"escalator","place-sull","Oak Grove platform to paid lobby","Sullivan Square Escalator 308 (Oak Grove platform to paid lobby)","","","",2
"309","309",1,"escalator","place-welln","Forest Hills platform to paid lobby","Wellington Escalator 309 (Forest Hills platform to paid lobby)","","","",2
"310","310",1,"escalator","place-welln","Oak Grove platform to paid lobby","Wellington Escalator 310 (Oak Grove platform to paid lobby)","","","",2
"311","311",1,"escalator","place-mlmnl","Paid lobby to Orange Line platform","Malden Center Escalator 311 (Paid lobby to Orange Line platform)","","","",2
"312","312",1,"escalator","place-mlmnl","Street level to Commuter Rail platform","Malden Center Escalator 312 (Street level to Commuter Rail platform)","","","",2
"313","313",1,"escalator","place-haecl","Green Line lobby to busway, Sudbury Street, New Chardon Street","Haymarket Escalator 313 (Green Line lobby to busway, Sudbury Street, New Chardon Street)","","","",2
"315","315",1,"escalator","place-hymnl","Kenmore & West platform to paid lobby","Hynes Convention Center Escalator 315 (Kenmore & West platform to paid lobby)","","","",2
"320","320",1,"escalator","place-pktrm","Government Center & North platform to Park Street","Park Street Escalator 320 (Government Center & North platform to Park Street)","","","",2
"322","322",1,"escalator","place-jfk","Ashmont platform to Columbia Road","JFK/UMass Escalator 322 (Ashmont platform to Columbia Road)","","","",2
